fid,id,associated_tile,truth
2712,4202,all_25741.tif,31
2713,4383,all_26115.tif,23
2714,4461,all_26488.tif,23
2715,4557,all_14957.tif,21
2716,4565,all_26481.tif,11
2717,4849,all_26857.tif,23
2718,4909,all_26673.tif,31
2719,5117,all_16625.tif,31
2720,5139,all_26486.tif,31
2721,5143,all_26117.tif,23
2722,5215,all_27040.tif,31
2723,5231,all_25930.tif,31
2724,5459,all_26109.tif,24
2725,5502,all_27039.tif,31
2726,5627,all_26113.tif,32
2727,5837,all_25924.tif,24
2728,5962,all_14767.tif,21
2729,5970,all_14955.tif,21
2730,21,all_17554.tif,21
2731,284,all_15701.tif,21
2732,334,all_17183.tif,31
2733,363,all_15884.tif,21
2734,509,all_16814.tif,21
2735,552,all_18489.tif,21
2736,796,all_17375.tif,21
2737,823,all_17926.tif,31
2738,939,all_15512.tif,31
2739,977,all_16627.tif,51
2740,1048,all_17558.tif,23
2741,1168,all_17370.tif,21
2742,1389,all_18301.tif,21
2743,1445,all_16255.tif,21
2744,1500,all_16071.tif,31
2745,1666,all_17553.tif,21
2746,1760,all_15887.tif,21
2747,1773,all_15883.tif,21
2748,1792,all_16997.tif,31
2749,1900,all_18299.tif,21
2750,1956,all_17001.tif,51
2751,2122,all_17368.tif,32
2752,2271,all_16810.tif,31
2753,2431,all_16812.tif,32
2754,2533,all_16445.tif,21
2755,2968,all_15325.tif,21
2756,2980,all_16813.tif,11
2757,2997,all_17925.tif,24
2758,3114,all_15699.tif,21
2759,3154,all_15142.tif,21
2760,3298,all_17743.tif,21
2761,3580,all_18112.tif,21
2762,3614,all_15141.tif,21
2763,3663,all_17374.tif,12
2764,3706,all_17742.tif,23
2765,3821,all_15700.tif,21
2766,3874,all_15140.tif,21
2767,3875,all_16999.tif,31
2768,4635,all_16817.tif,21
2769,4649,all_15143.tif,24
2770,4714,all_15326.tif,21
2771,4749,all_16995.tif,31
2772,4788,all_18484.tif,21
2773,4870,all_17372.tif,31
2774,4973,all_17185.tif,31
2775,5103,all_18114.tif,23
2776,5130,all_17931.tif,21
2777,5210,all_16258.tif,21
2778,5476,all_16252.tif,31
2779,5513,all_18671.tif,21
2780,5549,all_18302.tif,21
2781,5563,all_16626.tif,24
2782,5580,all_17928.tif,31
2783,5633,all_15881.tif,24
2784,5878,all_18117.tif,21
2785,206,all_17747.tif,11
2786,222,all_20905.tif,23
2787,266,all_20722.tif,24
2788,755,all_20350.tif,31
2789,1276,all_19421.tif,31
2790,1365,all_18491.tif,31
2791,1404,all_20717.tif,11
2792,1602,all_20345.tif,23
2793,1620,all_20346.tif,31
2794,1908,all_19231.tif,31
2795,1969,all_19416.tif,31
2796,2078,all_18676.tif,31
2797,2148,all_17746.tif,21
2798,2164,all_20157.tif,31
2799,2540,all_20906.tif,31
2800,2644,all_19041.tif,21
2801,2681,all_18859.tif,31
2802,2854,all_20907.tif,23
2803,3020,all_19414.tif,31
2804,3123,all_18118.tif,21
2805,3220,all_19046.tif,31
2806,3414,all_19417.tif,31
2807,3503,all_20536.tif,23
2808,3535,all_19043.tif,21
2809,3557,all_20720.tif,23
2810,3615,all_19975.tif,23
2811,3704,all_19971.tif,11
2812,3735,all_20160.tif,23
2813,3758,all_18119.tif,23
2814,3773,all_19976.tif,23
2815,3940,all_20349.tif,23
2816,3967,all_20719.tif,23
2817,3986,all_19785.tif,21
2818,4080,all_19229.tif,31
2819,4255,all_20343.tif,31
2820,4339,all_20534.tif,31
2821,4424,all_19230.tif,31
2822,4442,all_20901.tif,23
2823,4455,all_20532.tif,23
2824,4520,all_19973.tif,31
2825,4671,all_20161.tif,31
2826,4857,all_20718.tif,31
2827,5119,all_19793.tif,31
2828,5404,all_19599.tif,31
2829,5588,all_18858.tif,31
2830,5917,all_19235.tif,11
2831,5943,all_19227.tif,31
2832,158,all_8637.tif,21
2833,237,all_11425.tif,24
2834,357,all_11241.tif,24
2835,369,all_8451.tif,21
2836,562,all_9007.tif,12
2837,928,all_11615.tif,23
2838,941,all_10681.tif,11
2839,1039,all_8820.tif,21
2840,1275,all_10874.tif,21
2841,1425,all_10870.tif,31
2842,1463,all_10309.tif,23
2843,1536,all_8634.tif,21
2844,1644,all_10313.tif,21
2845,1874,all_8635.tif,24
2846,2054,all_11061.tif,21
2847,2129,all_9938.tif,21
2848,2225,all_10501.tif,21
2849,2483,all_9381.tif,31
2850,2555,all_10125.tif,24
2851,2650,all_8448.tif,21
2852,2774,all_8822.tif,11
2853,2783,all_10312.tif,24
2854,2959,all_11802.tif,23
2855,2996,all_9939.tif,21
2856,3016,all_8636.tif,21
2857,3248,all_9751.tif,24
2858,3624,all_11240.tif,23
2859,3786,all_11610.tif,24
2860,3800,all_11432.tif,21
2861,3844,all_8821.tif,24
2862,3917,all_8264.tif,21
2863,4060,all_11431.tif,21
2864,4322,all_11429.tif,23
2865,4426,all_11614.tif,23
2866,4470,all_10315.tif,11
2867,4486,all_10868.tif,23
2868,4513,all_11054.tif,21
2869,4642,all_11798.tif,24
2870,4927,all_10123.tif,21
2871,4941,all_9567.tif,21
2872,4958,all_7704.tif,24
2873,5070,all_11060.tif,21
2874,5085,all_10687.tif,21
2875,5113,all_9192.tif,11
2876,5181,all_8078.tif,24
2877,5294,all_11052.tif,23
2878,5332,all_8079.tif,23
2879,5531,all_11056.tif,24
2880,5736,all_9937.tif,21
2881,5900,all_11247.tif,21
2882,5937,all_8263.tif,24
2883,5963,all_9566.tif,24
2884,73,all_12172.tif,21
2885,78,all_13665.tif,21
2886,229,all_10127.tif,21
2887,687,all_9011.tif,24
2888,733,all_9384.tif,21
2889,734,all_8828.tif,31
2890,934,all_12544.tif,21
2891,1171,all_10500.tif,31
2892,1235,all_11985.tif,21
2893,1384,all_9385.tif,21
2894,1727,all_10317.tif,21
2895,1757,all_9014.tif,23
2896,2023,all_9758.tif,23
2897,2090,all_12173.tif,21
2898,2137,all_14223.tif,32
2899,2140,all_11988.tif,23
2900,2210,all_12545.tif,32
2901,2250,all_9573.tif,21
2902,2523,all_13478.tif,21
2903,2538,all_9196.tif,23
2904,2607,all_8081.tif,42
2905,2623,all_10129.tif,21
2906,2698,all_8266.tif,11
2907,2721,all_9572.tif,23
2908,2755,all_10316.tif,21
2909,2911,all_12541.tif,21
2910,2960,all_14409.tif,23
2911,3147,all_8454.tif,21
2912,3239,all_9012.tif,24
2913,3395,all_13850.tif,21
2914,3420,all_13477.tif,21
2915,3498,all_9571.tif,11
2916,3546,all_9941.tif,21
2917,3576,all_12174.tif,21
2918,3682,all_9759.tif,23
2919,3891,all_10502.tif,21
2920,4183,all_12354.tif,21
2921,4193,all_9568.tif,21
2922,4231,all_10131.tif,21
2923,4615,all_10314.tif,24
2924,4720,all_8455.tif,31
2925,4765,all_12358.tif,21
2926,5063,all_8824.tif,21
2927,5101,all_9197.tif,21
2928,5149,all_12356.tif,21
2929,5301,all_12542.tif,21
2930,5415,all_9382.tif,21
2931,5487,all_12171.tif,21
2932,5492,all_10499.tif,23
2933,5567,all_9945.tif,21
2934,5576,all_10503.tif,21
2935,5940,all_12357.tif,21
2936,44,all_14033.tif,31
2937,124,all_21476.tif,31
2938,138,all_12362.tif,21
2939,171,all_14214.tif,21
2940,178,all_13471.tif,31
2941,258,all_21662.tif,23
2942,348,all_22405.tif,23
2943,397,all_12363.tif,21
2944,467,all_14034.tif,21
2945,475,all_13289.tif,21
2946,510,all_12733.tif,24
2947,868,all_12361.tif,21
2948,1018,all_13284.tif,21
2949,1414,all_13660.tif,21
2950,1446,all_13659.tif,21
2951,1507,all_12912.tif,24
2952,1638,all_11989.tif,23
2953,1883,all_13292.tif,31
2954,2231,all_12914.tif,21
2955,2547,all_11619.tif,21
2956,2617,all_14028.tif,21
2957,2717,all_12921.tif,23
2958,2734,all_13476.tif,21
2959,2884,all_12913.tif,21
2960,3044,all_14031.tif,24
2961,3077,all_13661.tif,21
2962,3096,all_21104.tif,31
2963,3129,all_12548.tif,31
2964,3146,all_13475.tif,21
2965,3196,all_14030.tif,21
2966,3277,all_22034.tif,23
2967,3330,all_13102.tif,21
2968,3339,all_22406.tif,31
2969,3406,all_14219.tif,24
2970,3439,all_11803.tif,21
2971,3569,all_13288.tif,31
2972,3658,all_13101.tif,21
2973,3842,all_13291.tif,21
2974,3859,all_14218.tif,21
2975,3889,all_13290.tif,11
2976,4030,all_13104.tif,24
2977,4368,all_14029.tif,31
2978,4369,all_11990.tif,31
2979,4498,all_14216.tif,31
2980,4784,all_14032.tif,23
2981,4940,all_13286.tif,31
2982,5024,all_14220.tif,21
2983,5176,all_13470.tif,21
2984,5295,all_13662.tif,31
2985,5299,all_11618.tif,11
2986,5400,all_12175.tif,21
2987,6005,all_8825.tif,24
2988,15,all_22215.tif,23
2989,39,all_22591.tif,23
2990,77,all_21100.tif,23
2991,253,all_21469.tif,23
2992,320,all_23888.tif,24
2993,528,all_22777.tif,31
2994,569,all_22217.tif,23
2995,692,all_23703.tif,21
2996,874,all_23148.tif,31
2997,942,all_21846.tif,31
2998,997,all_22775.tif,21
2999,1066,all_21474.tif,23
3000,1208,all_21661.tif,24
3001,1456,all_22957.tif,31
3002,1540,all_23144.tif,21
3003,1630,all_22772.tif,31
3004,1696,all_24260.tif,24
3005,1705,all_21472.tif,23
3006,1737,all_21285.tif,23
3007,1982,all_21841.tif,31
3008,1994,all_23329.tif,21
3009,1995,all_22774.tif,31
3010,2046,all_21097.tif,23
3011,2056,all_22960.tif,11
3012,2119,all_21287.tif,24
3013,2295,all_21845.tif,11
3014,2488,all_23701.tif,51
3015,2660,all_22030.tif,31
3016,2803,all_22032.tif,23
3017,2807,all_23517.tif,23
3018,3002,all_22590.tif,23
3019,3389,all_21843.tif,23
3020,3627,all_24262.tif,31
3021,3671,all_24446.tif,31
3022,3709,all_23333.tif,31
3023,3861,all_21840.tif,31
3024,3893,all_21284.tif,24
3025,3904,all_22402.tif,24
3026,4028,all_22033.tif,23
3027,4113,all_24261.tif,21
3028,4134,all_23516.tif,31
3029,4233,all_22586.tif,24
3030,4411,all_22963.tif,31
3031,4704,all_22404.tif,23
3032,4778,all_22959.tif,21
3033,5148,all_21471.tif,23
3034,5251,all_23704.tif,23
3035,5343,all_22213.tif,23
3036,5432,all_22403.tif,23
3037,5702,all_24444.tif,31
3038,5919,all_24073.tif,23
3039,5961,all_22029.tif,24
3040,1,all_24639.tif,31
3041,418,all_24822.tif,32
3042,439,all_23519.tif,31
3043,532,all_27057.tif,11
3044,673,all_22779.tif,31
3045,826,all_23522.tif,24
3046,978,all_25932.tif,23
3047,1065,all_24632.tif,24
3048,1189,all_24451.tif,24
3049,1224,all_25379.tif,31
3050,1248,all_25195.tif,23
3051,1523,all_25197.tif,31
3052,1567,all_23708.tif,23
3053,1584,all_22965.tif,31
3054,1749,all_25382.tif,31
3055,1801,all_25754.tif,32
3056,1815,all_24637.tif,23
3057,1844,all_25746.tif,31
3058,1991,all_27242.tif,51
3059,2024,all_25755.tif,31
3060,2095,all_24816.tif,21
3061,2130,all_23523.tif,23
3062,2274,all_25002.tif,11
3063,2283,all_25934.tif,31
3064,2447,all_25189.tif,31
3065,2487,all_23894.tif,24
3066,2498,all_26491.tif,23
3067,2516,all_25008.tif,31
3068,2772,all_25933.tif,51
3069,2881,all_24824.tif,31
3070,3087,all_25569.tif,23
3071,3173,all_25563.tif,23
3072,3215,all_23707.tif,24
3073,3280,all_25376.tif,31
3074,3454,all_24638.tif,24
3075,3862,all_25753.tif,31
3076,3909,all_25749.tif,31
3077,4036,all_25374.tif,32
3078,4070,all_25565.tif,31
3079,4147,all_25192.tif,23
3080,4473,all_25006.tif,51
3081,4547,all_25752.tif,31
3082,4666,all_26118.tif,23
3083,4697,all_25561.tif,31
3084,4863,all_23151.tif,31
3085,5134,all_25196.tif,31
3086,5191,all_24819.tif,24
3087,5221,all_23521.tif,21
3088,5392,all_27243.tif,31
3089,5761,all_23149.tif,51
3090,5847,all_24633.tif,31
3091,5996,all_27056.tif,51
3092,119,all_16075.tif,21
3093,262,all_16449.tif,21
3094,515,all_15709.tif,23
3095,565,all_15703.tif,21
3096,581,all_17006.tif,21
3097,597,all_15889.tif,24
3098,618,all_15708.tif,24
3099,842,all_16638.tif,23
3100,861,all_15705.tif,31
3101,1001,all_16080.tif,31
3102,1063,all_14959.tif,21
3103,1106,all_14400.tif,21
3104,1287,all_16818.tif,21
3105,1437,all_14773.tif,31
3106,1475,all_15520.tif,21
3107,1623,all_14774.tif,23
3108,1649,all_15144.tif,21
3109,1717,all_14404.tif,21
3110,1875,all_15522.tif,11
3111,1934,all_14591.tif,23
3112,2260,all_15523.tif,21
3113,2315,all_14402.tif,21
3114,2334,all_14966.tif,23
3115,2414,all_14406.tif,21
3116,2455,all_21105.tif,12
3117,2474,all_17190.tif,21
3118,2493,all_16453.tif,24
3119,2532,all_15516.tif,21
3120,2601,all_15148.tif,23
3121,2845,all_14407.tif,21
3122,2868,all_16455.tif,23
3123,2966,all_16446.tif,21
3124,2978,all_16264.tif,31
3125,3155,all_16262.tif,22
3126,3194,all_16079.tif,23
3127,3400,all_16633.tif,21
3128,3425,all_14587.tif,21
3129,3449,all_14403.tif,21
3130,4304,all_17007.tif,23
3131,4343,all_15334.tif,23
3132,4380,all_15152.tif,23
3133,4502,all_16821.tif,23
3134,4652,all_15518.tif,21
3135,5124,all_14778.tif,23
3136,5168,all_17013.tif,24
3137,5238,all_16447.tif,21
3138,5252,all_16450.tif,24
3139,5318,all_15330.tif,31
3140,5386,all_15145.tif,31
3141,5583,all_16082.tif,24
3142,5896,all_16074.tif,21
3143,6000,all_15146.tif,31
3144,30,all_19800.tif,31
3145,84,all_20541.tif,23
3146,159,all_20919.tif,23
3147,281,all_19989.tif,23
3148,300,all_17381.tif,21
3149,507,all_19801.tif,23
3150,668,all_20171.tif,31
3151,808,all_20354.tif,31
3152,994,all_19612.tif,24
3153,1047,all_20538.tif,23
3154,1069,all_17562.tif,21
3155,1460,all_20727.tif,23
3156,1479,all_20546.tif,23
3157,1639,all_20545.tif,24
3158,1752,all_19794.tif,31
3159,1786,all_20172.tif,23
3160,1898,all_19982.tif,23
3161,2249,all_17378.tif,21
3162,2257,all_20910.tif,23
3163,2338,all_17754.tif,21
3164,2527,all_20724.tif,23
3165,2585,all_20725.tif,23
3166,2657,all_17566.tif,21
3167,2795,all_17570.tif,24
3168,2875,all_17563.tif,21
3169,3120,all_20173.tif,23
3170,3537,all_17377.tif,21
3171,3599,all_17376.tif,21
3172,3617,all_19988.tif,23
3173,3834,all_20913.tif,23
3174,4066,all_20730.tif,23
3175,4127,all_20355.tif,23
3176,4320,all_19611.tif,23
3177,4325,all_20168.tif,31
3178,4464,all_17196.tif,24
3179,4544,all_19795.tif,31
3180,4562,all_17198.tif,24
3181,4570,all_17192.tif,21
3182,4782,all_17383.tif,21
3183,4903,all_20542.tif,24
3184,4939,all_17567.tif,23
3185,4969,all_19981.tif,21
3186,4991,all_19614.tif,23
3187,5204,all_20539.tif,23
3188,5550,all_20915.tif,24
3189,5614,all_17384.tif,24
3190,5691,all_17012.tif,21
3191,5711,all_17568.tif,24
3192,5902,all_20166.tif,23
3193,5913,all_17005.tif,21
3194,5968,all_20359.tif,23
3195,6010,all_20540.tif,23
3196,62,all_18307.tif,23
3197,327,all_18678.tif,23
3198,527,all_19237.tif,21
3199,813,all_17935.tif,21
3200,959,all_18121.tif,21
3201,991,all_17748.tif,21
3202,1050,all_19423.tif,31
3203,1202,all_18681.tif,24
3204,1354,all_17757.tif,11
3205,1524,all_18685.tif,23
3206,1703,all_18123.tif,23
3207,1806,all_17751.tif,31
3208,1853,all_18501.tif,21
3209,2042,all_18873.tif,23
3210,2178,all_15525.tif,23
3211,2216,all_15153.tif,31
3212,2528,all_19422.tif,23
3213,2679,all_19058.tif,31
3214,2872,all_19430.tif,21
3215,2882,all_18871.tif,23
3216,2987,all_18872.tif,23
3217,3204,all_19240.tif,21
3218,3292,all_18492.tif,21
3219,3346,all_18125.tif,31
3220,3547,all_15711.tif,24
3221,3645,all_14781.tif,24
3222,3650,all_18493.tif,31
3223,3693,all_19056.tif,21
3224,3783,all_18312.tif,23
3225,3789,all_19054.tif,24
3226,3825,all_16269.tif,24
3227,3979,all_19051.tif,23
3228,4168,all_19243.tif,23
3229,4280,all_19425.tif,31
3230,4332,all_17753.tif,21
3231,4624,all_18865.tif,31
3232,4882,all_17750.tif,31
3233,4957,all_19236.tif,21
3234,5234,all_18498.tif,23
3235,5293,all_17749.tif,31
3236,5308,all_18126.tif,31
3237,5408,all_14967.tif,23
3238,5488,all_18687.tif,31
3239,5645,all_18866.tif,23
3240,116,all_10878.tif,21
3241,272,all_10880.tif,21
3242,315,all_13116.tif,24
3243,321,all_9208.tif,31
3244,405,all_13113.tif,23
3245,628,all_11069.tif,12
3246,698,all_10323.tif,21
3247,723,all_10879.tif,21
3248,965,all_9021.tif,22
3249,1070,all_10694.tif,21
3250,1255,all_10137.tif,21
3251,1295,all_12187.tif,21
3252,1340,all_9954.tif,31
3253,1375,all_10326.tif,31
3254,1486,all_11440.tif,21
3255,1800,all_9579.tif,42
3256,1882,all_11434.tif,21
3257,1914,all_12183.tif,21
3258,2036,all_11256.tif,24
3259,2205,all_11628.tif,21
3260,2458,all_9396.tif,52
3261,2484,all_12743.tif,21
3262,2485,all_12185.tif,31
3263,2696,all_12371.tif,21
3264,2907,all_11626.tif,21
3265,2963,all_11438.tif,31
3266,3325,all_11435.tif,21
3267,3327,all_11997.tif,21
3268,3351,all_11441.tif,24
3269,3392,all_10690.tif,24
3270,3593,all_11065.tif,21
3271,3711,all_9768.tif,23
3272,3725,all_10140.tif,21
3273,3764,all_13117.tif,23
3274,3818,all_11064.tif,11
3275,3896,all_9393.tif,52
3276,3934,all_12742.tif,31
3277,3973,all_10509.tif,24
3278,4010,all_9397.tif,31
3279,4044,all_10695.tif,21
3280,4108,all_12929.tif,24
3281,4199,all_11998.tif,21
3282,4517,all_9580.tif,42
3283,4522,all_13301.tif,24
3284,4718,all_11249.tif,21
3285,4729,all_10876.tif,23
3286,4744,all_9020.tif,52
3287,4839,all_9764.tif,21
3288,4869,all_9578.tif,42
3289,4985,all_10508.tif,21
3290,5002,all_9394.tif,42
3291,5345,all_11436.tif,21
3292,5836,all_10510.tif,21
3293,5851,all_9766.tif,21
3294,105,all_14225.tif,23
3295,125,all_14042.tif,31
3296,353,all_14418.tif,24
3297,537,all_13855.tif,23
3298,550,all_8644.tif,52
3299,554,all_13675.tif,31
3300,574,all_14414.tif,23
3301,577,all_11623.tif,11
3302,768,all_9017.tif,52
3303,811,all_10319.tif,21
3304,850,all_9948.tif,21
3305,988,all_11994.tif,21
3306,1102,all_9575.tif,11
3307,1136,all_13861.tif,24
3308,1146,all_12182.tif,21
3309,1286,all_13672.tif,21
3310,1391,all_9762.tif,21
3311,1426,all_10318.tif,21
3312,1442,all_14413.tif,23
3313,1543,all_9577.tif,42
3314,1608,all_13667.tif,24
3315,1658,all_13486.tif,23
3316,2146,all_9018.tif,52
3317,2193,all_11808.tif,21
3318,2349,all_9203.tif,52
3319,2422,all_9576.tif,11
3320,2687,all_13669.tif,23
3321,2760,all_14229.tif,31
3322,2819,all_14224.tif,23
3323,2820,all_10504.tif,24
3324,3064,all_8645.tif,42
3325,3179,all_14226.tif,23
3326,3314,all_13489.tif,23
3327,3515,all_12180.tif,21
3328,3681,all_11995.tif,21
3329,4266,all_12181.tif,21
3330,4425,all_14044.tif,31
3331,4527,all_9761.tif,23
3332,4552,all_11067.tif,21
3333,4590,all_12557.tif,31
3334,4601,all_12369.tif,21
3335,4732,all_13857.tif,23
3336,4912,all_11254.tif,24
3337,4944,all_12741.tif,31
3338,4996,all_11253.tif,21
3339,5290,all_13674.tif,24
3340,5319,all_14038.tif,21
3341,5436,all_13482.tif,32
3342,5446,all_9202.tif,52
3343,5515,all_10133.tif,21
3344,5683,all_11999.tif,21
3345,5684,all_12931.tif,31
3346,5866,all_9946.tif,21
3347,5969,all_12186.tif,21
3348,32,all_12736.tif,31
3349,93,all_25386.tif,23
3350,207,all_22412.tif,23
3351,279,all_22974.tif,12
3352,325,all_25199.tif,23
3353,409,all_13111.tif,21
3354,447,all_25387.tif,21
3355,519,all_23899.tif,31
3356,623,all_21855.tif,31
3357,627,all_22415.tif,11
3358,877,all_23527.tif,51
3359,913,all_22043.tif,31
3360,1120,all_22972.tif,21
3361,1201,all_25015.tif,31
3362,1293,all_25014.tif,31
3363,1359,all_23897.tif,21
3364,1387,all_25385.tif,31
3365,1408,all_12922.tif,31
3366,1424,all_21300.tif,23
3367,1443,all_23155.tif,21
3368,1617,all_23896.tif,11
3369,1973,all_21296.tif,21
3370,2208,all_23161.tif,12
3371,2209,all_12924.tif,21
3372,2220,all_23710.tif,21
3373,2246,all_21671.tif,23
3374,2305,all_22417.tif,23
3375,2377,all_22788.tif,24
3376,2685,all_21672.tif,23
3377,2898,all_21854.tif,11
3378,3041,all_22975.tif,11
3379,3057,all_24269.tif,24
3380,3103,all_12737.tif,21
3381,3352,all_13109.tif,21
3382,3517,all_23156.tif,24
3383,3560,all_22598.tif,11
3384,3785,all_13296.tif,31
3385,3943,all_12364.tif,21
3386,3995,all_23711.tif,21
3387,4079,all_22786.tif,11
3388,4444,all_22970.tif,21
3389,4875,all_22600.tif,23
3390,4877,all_22226.tif,31
3391,4928,all_12926.tif,21
3392,4931,all_13295.tif,24
3393,4986,all_24271.tif,11
3394,5083,all_22789.tif,31
3395,5165,all_24455.tif,23
3396,5272,all_13112.tif,23
3397,5369,all_22042.tif,31
3398,5523,all_25572.tif,22
3399,5638,all_21301.tif,24
3400,5726,all_25198.tif,31
3401,5743,all_23713.tif,21
3402,58,all_26315.tif,31
3403,121,all_26875.tif,32
3404,194,all_24834.tif,24
3405,317,all_26316.tif,31
3406,559,all_26694.tif,31
3407,563,all_25389.tif,21
3408,774,all_24648.tif,23
3409,1037,all_26689.tif,31
3410,1180,all_25207.tif,41
3411,1200,all_26691.tif,33
3412,1236,all_26314.tif,31
3413,1268,all_25018.tif,31
3414,1297,all_24460.tif,31
3415,1427,all_26872.tif,31
3416,1539,all_26507.tif,31
3417,1568,all_27245.tif,32
3418,1697,all_27622.tif,31
3419,1716,all_24832.tif,24
3420,1748,all_26500.tif,31
3421,1837,all_25202.tif,11
3422,1865,all_23718.tif,21
3423,2230,all_26506.tif,31
3424,2298,all_24647.tif,24
3425,2319,all_26504.tif,11
3426,2331,all_26131.tif,21
3427,2354,all_25391.tif,31
3428,2383,all_27066.tif,23
3429,2413,all_27062.tif,31
3430,2449,all_24830.tif,31
3431,2570,all_24275.tif,31
3432,2587,all_24833.tif,23
3433,2688,all_26695.tif,32
3434,2866,all_26686.tif,31
3435,2887,all_25759.tif,11
3436,2933,all_26881.tif,31
3437,2990,all_26876.tif,11
3438,3004,all_26878.tif,33
3439,3201,all_23531.tif,21
3440,3243,all_27623.tif,33
3441,3375,all_26879.tif,33
3442,3573,all_23528.tif,51
3443,3623,all_24459.tif,31
3444,3824,all_23533.tif,51
3445,3847,all_24088.tif,32
3446,4208,all_23903.tif,31
3447,4245,all_26877.tif,32
3448,4708,all_26505.tif,31
3449,4717,all_23905.tif,21
3450,4880,all_24277.tif,11
3451,5323,all_23715.tif,24
3452,5350,all_25016.tif,31
3453,5472,all_27251.tif,31
3454,5827,all_25203.tif,21
3455,5857,all_26880.tif,23
3456,390,all_25579.tif,11
3457,505,all_22411.tif,31
3458,572,all_15161.tif,31
3459,608,all_14974.tif,23
3460,702,all_25577.tif,24
3461,747,all_16275.tif,31
3462,802,all_26319.tif,31
3463,894,all_21106.tif,24
3464,901,all_16277.tif,31
3465,916,all_25574.tif,31
3466,1031,all_15531.tif,23
3467,1104,all_14973.tif,11
3468,1326,all_21478.tif,23
3469,1327,all_26136.tif,31
3470,1612,all_27246.tif,31
3471,1702,all_15163.tif,24
3472,1821,all_22222.tif,23
3473,2033,all_21294.tif,23
3474,2172,all_14790.tif,24
3475,2310,all_15533.tif,23
3476,2381,all_14604.tif,23
3477,2490,all_15345.tif,31
3478,2664,all_14601.tif,24
3479,2864,all_22036.tif,23
3480,2999,all_23152.tif,24
3481,3066,all_21107.tif,23
3482,3072,all_14977.tif,11
3483,3090,all_26320.tif,31
3484,3192,all_25948.tif,11
3485,3214,all_14788.tif,23
3486,3270,all_21665.tif,23
3487,3300,all_16279.tif,24
3488,3368,all_15348.tif,24
3489,3430,all_22781.tif,31
3490,3622,all_16089.tif,23
3491,3625,all_25949.tif,11
3492,3814,all_14602.tif,24
3493,4029,all_25763.tif,11
3494,4226,all_21664.tif,23
3495,4257,all_25951.tif,24
3496,4291,all_21667.tif,23
3497,4295,all_14419.tif,31
3498,4463,all_26134.tif,31
3499,4546,all_22597.tif,22
3500,4677,all_27431.tif,32
3501,4809,all_22967.tif,23
3502,4961,all_25756.tif,23
3503,5021,all_26318.tif,11
3504,5195,all_27244.tif,31
3505,5361,all_22224.tif,23
3506,5398,all_26130.tif,11
3507,5418,all_22595.tif,31
3508,5589,all_22225.tif,23
3509,5744,all_25761.tif,24
3510,20,all_16464.tif,23
3511,111,all_14972.tif,23
3512,127,all_16272.tif,31
3513,221,all_14599.tif,23
3514,328,all_17395.tif,23
3515,358,all_16830.tif,23
3516,421,all_15157.tif,24
3517,580,all_16459.tif,24
3518,1009,all_14783.tif,23
3519,1350,all_16462.tif,31
3520,1356,all_16085.tif,24
3521,1378,all_14785.tif,23
3522,1713,all_16649.tif,31
3523,1762,all_14784.tif,23
3524,1804,all_15155.tif,24
3525,1866,all_19806.tif,24
3526,2047,all_20548.tif,23
3527,2076,all_16836.tif,23
3528,2214,all_20177.tif,21
3529,2236,all_17018.tif,23
3530,2336,all_15714.tif,23
3531,2452,all_15715.tif,23
3532,2514,all_17017.tif,23
3533,2600,all_17020.tif,31
3534,2932,all_15158.tif,31
3535,3010,all_16829.tif,24
3536,3499,all_16086.tif,31
3537,3826,all_20176.tif,21
3538,3902,all_16457.tif,23
3539,3978,all_17023.tif,31
3540,4013,all_17015.tif,31
3541,4125,all_16832.tif,23
3542,4256,all_17953.tif,31
3543,4283,all_15717.tif,23
3544,4309,all_15344.tif,31
3545,4350,all_16647.tif,23
3546,4365,all_15341.tif,24
3547,4423,all_20178.tif,24
3548,4519,all_20549.tif,31
3549,4576,all_15902.tif,23
3550,4602,all_16646.tif,11
3551,4648,all_14415.tif,31
3552,4753,all_16465.tif,24
3553,4907,all_19619.tif,21
3554,4930,all_17019.tif,23
3555,5147,all_20736.tif,24
3556,5229,all_14976.tif,12
3557,5297,all_19618.tif,21
3558,5412,all_16458.tif,31
3559,5413,all_17016.tif,31
3560,5498,all_14787.tif,31
3561,5540,all_14791.tif,11
3562,5551,all_16276.tif,23
3563,5778,all_15905.tif,23
3564,518,all_20180.tif,23
3565,744,all_19622.tif,24
3566,873,all_20741.tif,31
3567,975,all_19435.tif,23
3568,1114,all_19255.tif,21
3569,1332,all_15712.tif,24
3570,1436,all_19254.tif,21
3571,1469,all_19807.tif,23
3572,1833,all_19251.tif,21
3573,1919,all_19252.tif,21
3574,2276,all_20370.tif,31
3575,2325,all_15898.tif,24
3576,2386,all_19994.tif,23
3577,2541,all_19811.tif,31
3578,2608,all_15154.tif,24
3579,2846,all_20181.tif,31
3580,3126,all_19253.tif,21
3581,3181,all_15526.tif,23
3582,3199,all_19993.tif,31
3583,3452,all_19810.tif,31
3584,3459,all_20928.tif,23
3585,3473,all_14596.tif,23
3586,3548,all_17207.tif,23
3587,3686,all_19439.tif,21
3588,3723,all_19627.tif,21
3589,3953,all_20367.tif,23
3590,4096,all_20368.tif,31
3591,4117,all_17206.tif,31
3592,4149,all_19626.tif,23
3593,4173,all_16270.tif,21
3594,4313,all_19624.tif,23
